"ICAO","Name","Latitude","Longitude","IATA","GMT","Country code"
"SPEO","Teniente FAP Jaime Montreuil Morales Airport","-9.05","-78.36","CHM","-5","PER"
"SPHI","Capitan FAP Jose A. Quinones Gonzalez International Airport","-6.47","-79.5","CIX","-5","PER"
"SPHO","Coronel FAP Alfredo Mendivil Duarte Airport","-13.12","-74.15","AYP","-5","PER"
"SPHY","Andahuaylas Airport","-13.71","-73.25","ANS","-5","PER"
"SPHZ","Comandante FAP German Arias Graziani Airport","-9.35","-72.08","ATA","-5","PER"
"SPIM","Limatambo International Airport","-12.01","-77.07","LIM","-5","PER"
"SPJB","Cajamarca Airport","-7.08","-78.3","CJA","-5","PER"
"SPJC","Lima Jorge Chavez International Airport","-12.02","-77.12","LIM","-5","PER"
"SPJL","Inca Manco Capac International Airport","-15.29","-70.09","JUL","-5","PER"
"SPME","Cap. FAP Pedro Canga Rodriguez Airport","-3.33","-80.28","TBP","-5","PER"
"SPQT","Coronel FAP Francisco Secada Vignetta International Airport","-3.45","-73.13","IQT","-5","PER"
"SPQU","Alfredo Rodriguez Ballon International Airport","-16.34","-71.34","AQP","-5","PER"
"SPRU","Captain FAP Carlos Martinez de Pinillos International Airport","-8.06","-79.07","TRU","-5","PER"
"SPSO","Capitan FAP Renan Elias Olivera Airport","-13.42","-76.13","PIO","-5","PER"
"SPST","Cadete FAP Guillermo del Castillo Paredes Airport","-6.3","-76.22","TPP","-5","PER"
"SPTN","Coronel FAP Carlos Ciriani Santa Rosa International Airport","-18.04","-70.18","TCQ","-5","PER"
"SPTU","Padre Aldamiz International Airport","-12.35","-69.14","PEM","-5","PER"
"SPUR","Capitan FAP Guillermo Concha Iberico International Airport","-5.12","-80.37","PIU","-5","PER"
"SPZO","Alejandro Velasco Astete International Airport","-13.32","-71.58","CUZ","-5","PER"
"SUAA","Angel S. Adami Airport","-34.47","-56.08","MGV","-5","URY"
"SUPE","El Jaguel Airport","-34.55","-54.53","MSL","-5","URY"
"SVBC","General Jose Antonio Anzoategui International Airport","8.59","-64.42","BLA","-4","VEN"
"SVBI","Barinas Airport","8.37","-70.13","BNS","-4","VEN"
"SVBM","Jacinto Lara International Airport","10.04","-69.2","BRM","-4","VEN"
"SVCR","Jose Leonardo Chirino Airport","11.25","-69.4","CZE","-4","VEN"
"SVLF","La Fria Airport","8.17","-72.17","LFR","-4","VEN"
"SVMC","La Chinita International Airport","10.41","-71.4","MAR","-4","VEN"
"SVMG","Santiago Marino Caribbean International Airport","10.58","-63.5","PMV","-4","VEN"
"SVMI","Simon Bolivar International Airport","10.37","-66.59","CCS","-4","VEN"
"SVMT","Jose Tadeo Monagas International Airport","9.45","-63.1","MUN","-4","VEN"
"SVPA","Cacique Aramare Airport","5.36","-67.3","PYH","-4","VEN"
"SVPR","Manuel Carlos Piar Guayana International Airport","8.18","-62.44","PZO","-4","VEN"
"SVSO","Mayor Buenaventura Vivas Airport","7.35","-72.04","STD","-4","VEN"
"SVVA","Valencia Airport","10.09","-68.02","VLN","-4","VEN"
"SVVL","Valera Carvajal Airport","9.21","-70.37","VLV","-4","VEN"
"SYGT","Cheddi Jagan International Airport","6.46","-58.14","GEO","-4","HUY"
"TAPA","V. C. Bird International Airport","17.14","-61.48","ANU","-4","ATG"
"TBPB","Grantley Adams International Airport","13.04","-59.29","BGI","-4","ATG"
"TDPD","Douglas Charles Airport","15.32","-61.18","DOM","-4","DMA"
"TFFF","Martinique Aime Cesaire International Airport","14.35","-61","FDF","-4","MTQ"
"TFFG","Grand Case-Esperance Airport","18.06","-63.03","SFG","-4","MAF"
"TFFJ","Gustaf III Airport","17.52","-62.5","SBH","-4","BLM"
"TFFR","Pointe-a-Pitre International Airport","16.16","-61.32","PTP","-4","GLP"
"TGPY","Maurice Bishop International Airport","12.03","-61.44","GND","-4","GRD"
"TIST","Cyril E. King Airport","18.2","-64.58","STT","-5","USA"
"TISX","Henry E. Rohlsen Airport","17.43","-64.47","STX","-5","USA"
"TJBQ","Rafael Hernandez International Airport","18.25","-67.09","BQN","-4","PRI"
"TJCG","Antonio Rivera Rodriguez Airport","18.08","-65.24","VQS","-4","PRI"
"TJIG","Fernando Luis Ribas Dominicci Regional Airport","18.27","-66.06","SIG","-4","PRI"
"TJMZ","Eugenio Maria de Hostos Airport","18.14","-67.08","MAZ","-4","PRI"
"TJPS","Mercedita International Airport","17.59","-66.24","PSE","-4","PRI"
"TJSJ","Luis Munoz Marin International Airport","18.27","-66","SJU","-4","PRI"
"TKPK","Robert L. Bradshaw International Airport","17.17","-62.45","SKB","-4","KNA"
"TLPC","George F. L. Charles Airport","14.01","-61","SLU","-4","LCA"
"TLPL","Hewanorra International Airport","13.45","-60.57","UVF","-4","LCA"
"TNCA","Queen Beatrix International Airport","12.3","-70.01","AUA","-4","ABW"
"TNCB","Bonaire International Airport","12.08","-68.17","BON","-4","ANT"
"TNCC","Curacao International Airport","12.12","-68.58","CUR","-4","ANT"
"TNCE","F. D. Roosevelt Airport","17.3","-62.58","EUX","-4","ANT"
"TNCM","Princess Juliana International Airport","18.03","-63.07","SXM","-4","ANT"
"TNCS","Juancho E Yrausquin Airport","17.35","-63.2","SAB","-4","ANT"
"TQPF","Anguilla-Clayton J. Lloyd Airport","18.15","-63.02","AXA","-4","AIA"
"TRPM","W. H. Bramble Airport","16.47","-62.11","MNI","-4","ANT"
"TTCP","ANR Robinson International Airport","11.09","-60.5","TAB","-4","TTO"
"TTPP","Piarco International Airport","10.39","-61.31","POS","-4","TTO"
"TUPJ","Terrance B. Lettsome Airport","18.27","-64.33","EIS","-4","VGB"
"TUPW","Virgin Gorda Airport","18.3","-64.3","VIJ","-4","VGB"
"TVSV","E.T. Joshua Airport","13.15","-61.22","SVD","-4","VCT"
"TXKF","L.F. Wade International Airport","32.21","-64.4","BDA","-4","BMU"
"UAAA","Almaty International Airport","43.21","77.02","ALA","6","KAZ"
"UACC","Nursultan Nazarbayev International Airport","51.12","71.27","NQZ","6","KAZ"
"UAFM","Manas International Airport","42.51","74.35","FRU","6","KAZ"
"UAFO","Osh International Airport","40.33","72.48","OSS","6","KAZ"
"UAGZ","Atyrau International Airport","47.07","51.54","GUW","6","KAZ"
"UAII","Shymkent International Airport","42.18","69.36","CIT","5","KAZ"
"UARR","Oral Ak Zhol Airport","51.09","51.33","URA","5","KAZ"
"UASP","Pavlodar International Airport","52.11","77.04","PWQ","5","KAZ"
"UASS","Semey Airport","50.2","80.15","PLX","6","KAZ"
"UATE","Aktau International Airport","45.51","51.05","SCO","6","KAZ"
"UATT","Aktobe International Airport","50.25","57.13","AKX","6","KAZ"
"UBBB","Heydar Aliyev International Airport","40.47","50.05","GYD","5","AZE"
"UCFM","Manas International Airport","43.03","74.28","FRU","6","KGZ"
"UDYZ","Zvartnots International Airport","40.08","44.23","EVN","4","ARM"
"UEEE","Platon Oyunsky Yakutsk International Airport","62.05","129.46","YKS","9","RUS"
"UERR","Mirny Airport","62.32","114.02","MJZ","9","RUS"
"UGEE","Zvartnots International Airport","40.09","44.24","EVN","4","ARM"
"UGGG","Tbilisi International Airport","41.4","44.58","TBS","4","GEO"
"UGKO","Kutaisi Kopinari Airport","42.1","42.28","KUT","4","GEO"
"UGTB","Tbilisi International Airport","41.4","44.58","TBS","4","GEO"
"UHBB","Ignatievo-Blagoveshchensk International Airport","50.25","127.24","BQS","9","RUS"
"UHHH","Khabarovskiy Aeroport","48.32","135.11","KHV","10","RUS"
"UHMM","Magadan Airport","59.55","150.43","GDX","10","RUS"
"UHPP","Petropavlovsk-Kamchatsky Airport","53.01","158.39","PKC","12","RUS"
"UHSS","Aeroport Yuzhno-Sakhalinsk","46.53","142.43","UUS","10","RUS"
"UHWW","Vladivostok International Airport","43.13","131.56","VVO","10","RUS"
"UIAA","Chita Airport","52.02","113.18","HTA","9","RUS"
"UIBB","Bratsk Airport","56.29","102.04","BTK","8","RUS"
"UIII","Irkutsk International Airport","52.3","104.2","IKT","8","RUS"
"UIUU","Baikal International Airport","51.5","107.3","UUD","8","RUS"
"UKBB","Boryspil International Airport","50.21","30.55","KBP","2","UKR"
"UKCC","Donetsk Sergey Prokofiev International Airport","48.05","37.45","DOK","3","UKR"
"UKDD","Dnipro International Airport","48.27","34.59","DNK","2","UKR"
"UKFF","Simferopol International Airport","44.59","34.03","SIP","2","UKR"
"UKKK","Igor Sikorsky Kyiv International Airport","50.24","30.28","IEV","2","UKR"
"UKLL","Danylo Halytskyi International Airport","49.49","23.57","LWO","1","UKR"
"UKOO","Odesa International Airport","46.3","30.37","ODS","2","UKR"
"ULLI","Pulkovo Airport","59.57","30.03","LED","3","RUS"
"ULMM","Murmansk Airport","68.58","33.22","MMK","2","RUS"
"UMKK","Khrabrovo Airport","54.43","20.3","KGD","2","RUS"
"UMMM","Minsk-1 Airport","53.52","27.32","MHP","3","BLR"
"UMMS","Minsk National Airport","53.52","27.32","MSQ","3","BLR"
"UMRR","Riga International Airport","56.58","24.04","RIX","2","LVA"
"UMWW","Vilnius International Airport","54.38","25.17","VNO","2","LTU"
"UNAA","Abakan International Airport","53.75","91.26","ABA","7","RUS"
"UNBB","Barnaul International Airport","53.22","83.45","BAX","6","RUS"
"UNEE","Kemerovo Airport","55.2","86.05","KEJ","7","RUS"
"UNKK","Krasnoyarsk International Airport","56.03","92.54","KJA","7","RUS"
"UNKL","Krasnoyarsk International Airport","56.1","92.29","KJA","9","RUS"
"UNNT","Novosibirsk International Airport","55.01","82.39","OVB","7","RUS"
"UNOO","Tsentralny Airport","54.58","73.18","OMS","6","RUS"
"UNWW","Novokuznetsk Airport","53.45","87.06","NOZ","7","RUS"
"URKK","Krasnodar International Airport","45.04","38.57","KRR","3","RUS"
"URML","Makhachkala Uytash Airport","42.58","47.3","MCX","3","RUS"
"URMM","Mineralnye Vody Airport","44.2","43","MRV","3","RUS"
"URMT","Stavropol International Airport","45.2","42.01","STW","3","RUS"
"URRR","Rostov-on-Don Airport","47.2","39.42","RVI","3","RUS"
"URSS","Sochi International Airport","43.45","39.57","AER","3","RUS"
"URWA","Astrakhan International Airport","46.28","48.03","ASF","3","RUS"
"URWW","Volgograd International Airport","48.45","44.3","VOG","3","RUS"
"USCC","Chelyabinsk Airport","55.18","61.3","CEK","5","RUS"
"USCM","Magnitogorsk International Airport","53.27","59.04","MQF","5","RUS"
"USKK","Pobedilovo Airport","58.3","49.21","KVX","5","RUS"
"USNN","Nizhnevartovsk Airport","60.57","76.29","NJC","5","RUS"
"USPP","Perm International Airport","58","56.15","PEE","5","RUS"
"USRR","Surgut Airport","61.14","73.2","SGC","5","RUS"
"USSS","Koltsovo Airport","56.51","60.36","SVX","5","RUS"
"UTAA","Ashgabat International Airport","37.98","58.23","ASB","5","TKM"
"UTDD","Dushanbe International Airport","38.33","68.49","DYU","5","TJK"
"UTFN","Namangan Airport","40.59","70.33","NMA","5","UZB"
"UTNN","Nukus International Airport","42.29","59.38","NCU","5","UZB"
"UTSB","Bukhara International Airport","39.46","64.29","BHK","5","UZB"
"UTSS","Samarkand International Airport","39.42","67","SKD","5","UZB"
"UTTT","Islam Karimov Tashkent International Airport","41.16","69.22","TAS","5","UZB"
"UUBP","Bryansk International Airport","53.16","34.2","BZK","3","RUS"
"UUDD","Moscow Domodedovo Mikhail Lomonosov Airport","55.41","-37.91","DME","3","RUS"
"UUEE","Sheremetyevo - A.S. Pushkin international Airport","55.58","37.25","SVO","3","RUS"
"UUOO","Voronezh Peter the Great Airport","51.4","39.13","VOZ","3","RUS"
"UUWW","Vnukovo International Airport","55.35","37.16","VKO","3","RUS"
"UUYH","Ukhta Airport","63.34","53.48","UCT","3","RUS"
"UUYY","Syktyvkar Airport","61.4","50.46","SCW","3","RUS"
"UWGG","Strigino Airport is the international airport","56.23","43.78","GOJ","3","RUS"
"UWKD","Kazan Airport","55.48","49","KZN","3","RUS"
"UWOO","Orenburg Airport","51.47","55.07","REN","3","RUS"
"UWPP","Penza Vissarion Belinsky Airport","53.13","45","PEZ","3","RUS"
"UWUU","Ufa International Airport","54.44","55.56","UFA","3","RUS"
"UWWW","Kurumoch International Airport","53.5","50.16","KUF","4","RUS"
"VAAH","Sardar Vallabhbhai Patel International Airport","23.07","72.38","AMD","5.5","IND"
"VAAU","Aurangabad Airport","19.53","75.25","IXU","5.5","IND"
"VABB","Chhatrapati Shivaji Maharaj International Airport","19.05","72.52","BOM","5.5","IND"
"VABJ","Bhuj Airport","23.17","69.4","BHJ","5.5","IND"
"VABO","Vadodara Airport","22.19","73.16","BDQ","5","IND"
"VABP","Raja Bhoj Airport","23.17","77.2","BHO","5.5","IND"
"VABV","Bhavnagar Airport","21.45","72.11","BHU","5.5","IND"
"VAGO","Goa International Airport","15.3","73.51","GOI","5.5","IND"
"VAID","Devi Ahilyabai Holkar International Airport","22.43","75.48","IDR","5.5","IND"
"VAJB","Jabalpur Airport","23.11","80.05","JLR","5.5","IND"
"VAJM","Jamnagar Airport","22.28","70","JGA","5.5","IND"
"VAKE","Kandla Airport","23.07","70.06","IXY","5.5","IND"
"VAKJ","Khajuraho Airport","24.51","79.56","HJR","5.5","IND"
"VAND","Shri Guru Gobind Singh Ji Airport","19.11","77.19","NDC","5.5","IND"
"VANP","Dr Babasaheb Ambedkar International Airport","21.05","79.03","NAG","5.5","IND"
"VANR","Gandhinagar Airport","19.58","73.49","ISK","5.5","IND"
"VAPO","Pune International Airport","18.35","73.55","PNQ","5.5","IND"
"VAPR","Porbandar Airport","21.39","69.39","PBD","5.5","IND"
"VARK","Rajkot Airport","22.19","70.47","RAJ","5.5","IND"
"VARP","Swami Vivekananda International Airport","21.11","81.44","RPR","5.5","IND"
"VASU","Surat International Airport","21.1","72.5","STV","5.5","IND"
"VAUD","Maharana Pratap Airport","24.37","73.53","UDR","5.5","IND"
"VCBI","Bandaranaike International Airport","7.11","79.53","CMB","5.5","IND"
"VDPP","Phnom Penh International Airport","11.33","104.51","PNH","5.5","IND"
"VDSR","Siem Reap International Airport","13.25","103.49","REP","5.5","IND"
"VEAT","Maharaja Bir Bikram Airport","23.54","91.15","IXA","5.5","IND"
"VEAZ","Lengpui Airport","23.8388","92.43","AJL","5.5","IND"
"VEBD","Bagdogra International Airport","26.44","88.2","IXB","5.5","IND"
"VEBS","Biju Patnaik International Airport","20.14","85.49","BBI","5.5","IND"
"VECC","Netaji Subhash Chandra Bose International Airport","22.38","88.26","CCU","5.5","IND"
"VEGK","Rainbow Lake Airport","58.3","-119.24","YOP","5.5","IND"
"VEIM","Imphal International Airport","24.52","93.56","IMF","5.5","IND"
"VEJT","Jorhat Airport","26.43","94.1","JRH","5.5","IND"
"VEKU","Silchar Airport","24.58","92.31","IXS","5.5","IND"
"VEPT","Jayprakash Narayan International Airport","25.35","85.05","PAT","5.5","IND"
"VERC","Birsa Munda Airport","23.19","85.19","IXR","5.5","IND"
"VEVZ","Visakhapatnam International Airport","17.43","83.13","VTZ","5.5","IND"
"VGCB","Cox's Bazar Airport","21.27","91.58","CXB","5.5","IND"
"VGEG","Shah Amanat International Airport","22.16","91.49","CGP","5.5","IND"
"VGHS","Hazrat Shahjalal International Airport","23.5","90.24","DAC","5.5","IND"
"VGJR","Jashore Airport","23.11","89.1","JSR","5.5","IND"
"VGSY","Osmani International Airport","24.57","91.52","ZYL","5.5","IND"
"VGZR","Hazrat Shahjalal International Airport","23.46","90.23","DAC","5.5","IND"
"VHHH","Hong Kong International Airport","22.19","113.55","HKG","5.5","IND"
"VIAL","Prayagraj Airport","25.26","81.44","IXD","5.5","IND"
"VIAR","Sri Guru Ram Dass Jee International Airport","31.42","74.48","ATQ","5.5","IND"
"VIBN","Lal Bahadur Shastri International Airport","25.27","82.52","VNS","5.5","IND"
"VIBR","Bhuntar Airport","31.52","77.09","KUU","5.5","IND"
"VICG","Chandigarh International Airport","30.4","76.48","IXC","5.5","IND"
"VIDN","Jolly Grant International Airport - Dehradun","30.19","78.02","DED","5.5","IND"
"VIDP","Indira Gandhi International Airport","28.34","77.07","IDP","5.5","IND"
"VIGR","Gwalior Airport","26.17","78.14","GWL","5.5","IND"
"VIJP","Jaipur International Airport","26.49","75.48","JAI","5.5","IND"
"VIJU","Jammu Airport","32.41","74.5","IXJ","5.5","IND"
"VIKA","Kanpur military Airport","26.26","80.22","KNU","5.5","IND"
"VILD","Ludhiana Airport","30.54","75.51","LUH","5.5","IND"
"VILH","Kushok Bakula Rimpochee Airport","34.1","77.35","IXL","5.5","IND"
"VILK","Chaudhary Charan Singh International Airport","26.46","80.53","LKO","5.5","IND"
"VISR","Sheikh Ul Alam International Airport","33.59","74.47","SXR","5.5","IND"
"VLLB","Luang Prabang International Airport","19.54","102.09","LPQ","5.5","LAO"
"VLOS","Oudomsay Airport","20.4","102","ODY","5.5","LAO"
"VLPS","Pakse International Airport","15.08","105.47","PKZ","5.5","LAO"
"VLVT","Wattay International Airport","17.59","102.34","VTE","5.5","LAO"
"VMMC","Macau International Airport","22.14","113.35","MFM","5.5","MAC"
"VNBW","Gautam Buddha International Airport","27.3","83.25","BWA","5.75","NPL"
"VNKT","Tribhuvan International Airport","27.43","85.21","KTM","5.5","NPL"
"VNLK","Tenzing-Hillary Airport","27.42","86.44","LUA","5.5","NPL"
"VNMG","Meghauli Airport","27.35","84.14","MEY","5.5","NPL"
"VNPK","Pokhara Airport","28.14","83.52","PKR","5.5","NPL"
"VNSI","Simara Airport","27","85.32","SIF","5.5","NPL"
"VNVT","Biratnagar Airport","26.26","87.17","BIR","5","NPL"
"VOAT","Agatti International Airport","10.8281","72.12","AGX","5.5","IND"
"VOBG","Hindustan Aeronautics Limited Airport","12.58","77.36","HAL","5.5","IND"
"VOBL","Kempegowda International Airport","13.12","77.42","BLR","5.5","IND"
"VOBZ","Vijayawada International Airport","16.31","80.48","VGA","5.5","IND"
"VOCB","Coimbatore International Airport","11.01","77.02","CJB","5.5","IND"
"VOCI","Cochin International Airport","10.15","76.4","COK","5.5","IND"
"VOCL","Kozhikode International Airport","11.08","75.57","CCJ","5.5","IND"
"VOGO","Dabolim Airport","15.22","73.49","GOI","5.5","IND"
"VOHS","Rajiv Gandhi International Airport","17.13","78.25","HYD","5.5","IND"
"VOHY","Begumpet Airport","17.15","78.25","BPM","5.5","IND"
"VOKN","Kannur International Airport","11.92","75.55","CNN","5.5","IND"
"VOMD","Madurai Airport","9.5","78.05","IXM","5.5","IND"
"VOML","Mangaluru International Airport","12.59","74.54","IXE","5.5","IND"
"VOMM","Chennai International Airport","13.05","80.17","MAA","5.5","IND"
"VOPB","Veer Savarkar International Airport","11.4","92.44","IXZ","5.5","IND"
"VORY","Rajahmundry Airport","16.59","81.47","RJA","5.5","IND"
"VOTP","Tirupati Airport","13.38","79.25","TIR","5.5","IND"
"VOTR","Tiruchirappalli International Airport","10.46","78.43","TRZ","5.5","IND"
"VOTV","Trivandrum International Airport","8.28","76.55","TRV","5.5","IND"
"VQPR","Paro International Airport","27.26","89.25","PBH","5.5","BTN"
"VRMM","Velana International Airport","4.12","73.29","MLE","5","MDV"
"VTBD","Don Mueang International Airport","13.45","100.31","DMK","7","THA"
"VTBO","Trat Airport","12.28","102.32","TDX","7","THA"
"VTBS","Suvarnabhumi Airport","13.41","100.45","BKK","7","THA"
"VTBU","U-Tapao Rayong Pattaya International Airport","12.41","101.01","UTP","7","THA"
"VTCC","Chiang Mai International Airport","18.77","98.97","CNX","7","THA"
"VTCL","Lampang Airport","18.18","99.31","LPT","7","THA"
"VTCT","Chiang Rai International Airport","19.57","99.52","CEI","7","THA"
"VTPO","Sukhothai Airport","17.24","99.81","THS","7","THA"
"VTPP","Phitsanulok Airport","16.47","100.16","PHS","7","THA"
"VTSB","Surat Thani Airport","9.13","99.14","URT","7","THA"
"VTSC","Narathiwat Airport","6.25","101.48","NAW","7","THA"
"VTSG","Krabi International Airport","8.06","98.59","KBV","7","THA"
"VTSM","Koh Samui Airport","9.55","100.01","USM","7","THA"
"VTSN","Cha-ian Airport","8.26","99.58","NST","7","THA"
"VTSP","Phuket International Airport","8.08","98.19","HKT","7","THA"
"VTSS","Hat Yai International Airport","7.01","100.27","HDY","7","THA"
"VTST","Trang Airport","7.3","99.37","TST","7","THA"
"VTUD","Udon Thani International Airport","17.23","102.48","UTH","7","THA"
"VTUK","Khon Kaen Airport","16.28","102.47","KKC","7","THA"
"VTUT","Ubon Ratchathani International Airport","15.14","104.52","UBP","7","THA"
"VTUU","Ubon Ratchathani Airport","15.15","104.52","UBP","7","THA"
"VTUZ","Khon Kaen International Airport","16.27","102.5","KKC","7","THA"
"VVDN","Da Nang International Airport","16.02","108.11","DAD","7","VNM"
"VVNB","Noi Bai International Airport","21.02","105.53","HAN","7","VNM"
"VVNT","Nha Trang Air Base","12.14","109.11","NHA","7","VNM"
"VVTS","Tan Son Nhat International Airport","10.49","106.4","SGN","7","VNM"
"VYHH","Heho Airport","20.44","96.47","HEH","7","MMR"
"VYKP","Kyaukpyu Airport","19.26","93.32","KYP","7","MMR"
"VYMD","Mandalay International Airport","21.56","96.05","MDL","7","MMR"
"VYME","Myeik Airport","12.27","98.37","MGZ","7","MMR"
"VYMK","Myitkyina Airport","25.28","97.26","MYT","7","MMR"
"VYMS","Mong Hsat Airport","20.31","99.16","MOG","7","MMR"
"VYPT","Putao Airport","27.2","97.25","PBU","7","MMR"
"VYSW","Sittway Airport","20.13","92.52","AKY","7","MMR"
"VYTD","Thandwe Airport","18.28","94.21","SNW","6.5","MMR"
"VYYY","Yangon International Airport","16.51","96.08","RGN","6.5","MMR"
"WAAA","Sultan Hasanuddin Airport","-5.07","119.24","UPG","6.5","IDN"
"WAAB","Betoambari Airport","-5.28","122.38","BUW","8","IDN"
"WAAU","Haluoleo Airport is an airport","-4","122.51","KDI","8","IDN"
"WABB","Frans Kaisiepo International Airport","-1","136.07","BIK","9","IDN"
"WABI","Midland International Air and Space Port","-3.18","-135.53","NBX","-8","USA"
"WABP","Mozes Kilangin International Airport","-4.32","136.55","TIM","8","IDN"
"WADD","Ngurah Rai International Airport","-8.45","115.1","ADD","8","IDN"
"WAJJ","Sentani Airport","-2.35","140.31","AJJ","9","IDN"
"WAJW","Wamena Airport","-4.05","138.56","WMX","9","IDN"
"WAKK","Mopah International Airport","-8.31","140.3","MKQ","9","IDN"
"WAMG","Djalaluddin Airport","0.39","122.55","GTO","8","IDN"
"WAML","Mutiara SIS Al Jufri Airport","-0.5","119.51","PLW","8","IDN"
